gold_label,sentence1_jeju,sentence2_jeju,ai_answer,result
entailment,"°ú°Å ÀÇ·á ÀÌ·Â: [**09**]³â Àü¿¡ »ý±ä °ü»óµ¿¸Æ ÁúÈ¯À¸·Î ½É±Ù°æ»ö ÈÄ »óÅÂ, Ç÷°ü¼ºÇü¼ú ÈÄ »óÅÂ ÀÖ¾ù¼ö´Ù.",½ÉÀå ¹ßÀÛ ÀÖ¾ú´ø °ú°Å·Â ÀÖ¼ö´Ù.,,
contradiction,"°ú°Å ÀÇ·á ÀÌ·Â: [**09**]³â Àü¿¡ ¹ßº´ÇÑ °ü»óµ¿¸Æ ÁúÈ¯À¸·Î ½É±Ù°æ»ö ÈÄ »óÅÂ, Ç÷°ü¼ºÇü¼ú ÈÄ »óÅÂ ÀÖ¾ù¼ö´Ù.",½ÉÀå ÁúÈ¯ °ú°Å·Â ¾ø¼ö´Ù.,,
neutral,"°ú°Å ÀÇ·á·Â: [**09**]³â Àü ½É±Ù°æ»ö ÈÄ °ü»óµ¿¸Æ ÁúÈ¯, Ç÷°ü¼ºÇü¼ú ÈÄ »óÅÂ ±â·ÏµÅÀÖ¼ö´Ù.",±â¸§¡¤ÄÝ·¹½ºÅ×·Ñ ³ôÀº º´·Â ÀÖ¼ö´Ù.,,
entailment,"ECG °á°ú V4-V6¿¡¼­ ST ÇÏ°­ º¸¿´ÁÖ°Ô, [**4-15**]¿¡ ÀÐÀº ÀÌÀü ECG¶û µ¿ÀÏÇß¼ö´Ù (½ÇÁ¦ ECG ¿µ»óÀº ¾ø¾ú¼ö´Ù).",È¯ÀÚÀÇ ½ÉÀüµµ °á°ú ºñÁ¤»óÀÌ¿ì´Ù.,,
contradiction,"ECG °á°ú V4-V6¿¡¼­ ST ÇÏ°­ º¸¿´ÁÖ°Ô, [**4-15**]¿¡ ÀÐÀº ÀÌÀü ECG¿Í µ¿ÀÏÇÏ´Ü ÆÇ´ÜÀÌ¾ú¼ö´Ù (½ÇÁ¦ ECG´Â È®º¸ ¸øÇß¼ö´Ù).",È¯ÀÚÀÇ ½ÉÀüµµ °á°ú´Â Á¤»óÀÌ¿ì´Ù.,,
neutral,"ECG °á°ú V4-V6¿¡¼­ ST ÇÏ°­ º¸¿´ÁÖ°Ô, [**4-15**]¿¡ ÀÐÀº ÀÌÀü ECG¿¡¼­¶û °°Àº ¾ç»óÀÌ¾ú¼ö´Ù (½ÇÁ¦ ECG´Â ¾ø¾ú¼ö´Ù).",È¯ÀÚ°¡ ½É±Ù°æ»ö °Þ°í ÀÖ¼ö´Ù.,,
entailment,"º¹ºÎ´Â ºÎµå·´°í, ¾ÐÅë ¾ø°í, ÆØÃ¢Àº º¸ÀÌÁö ¾Ê¾Ò¼ö´Ù.",º¹ºÎ °Ë»ç¿¡¼­ Æ¯ÀÌ »çÇ× ¾ø¾ú¼ö´Ù.,,
contradiction,"º¹ºÎ´Â ºÎµå·´°í, ¾ÐÅë ¾ø°í, ÆØÃ¢Àº ¾ø¾ú¼ö´Ù.",¹è ¸¸Á³À» ¶§ ¹Î°¨Çß¼ö´Ù.,,
neutral,"º¹ºÎ´Â ºÎµå·´°í, ¾ÐÅë ¾ø°í, ÆØÃ¢ÇÏÁø ¾Ê¾Ò¼ö´Ù.",È¯ÀÚ´Â ¿ÞÂÊ ¾Æ·§¹è ¾ÆÇÁ´Ù Çã¿ì´Ù.,,
entailment,"ÇöÀç È¯ÀÚ Æó·Å »óÅÂ´Â ¸¹ÀÌ ÁÁ¾ÆÁ³°í, Àå±âÀû ±âµµ °ü¸® À§ÇØ ³»¿øÇß¼ö´Ù.",È¯ÀÚ¿¡°Ô °¨¿° »ý°å¼ö´Ù.,,
contradiction,"ÇöÀç È¯ÀÚ Æó·Å »óÅÂ´Â Å©°Ô È£ÀüµÅ¼­, Àå±âÀû ±âµµ °ü¸® ¸ñÀûÀ¸·ç ³»¿øÇß¼ö´Ù.",È¯ÀÚÀÇ ÈäºÎ X-¼± °á°ú´Â Á¤»óÀÌ¿ì´Ù.,,
neutral,"ÇöÀç È¯ÀÚ Æó·Å »óÅÂ´Â ¸¹ÀÌ È£ÀüµÆ°í, Àå±âÀû È£Èí±â °ü¸® À§ÇØ ³»¿øÇß¼ö´Ù.",È¯ÀÚ°¡ ¼û½¬±â ¾î·Á¿öÇß¼ö´Ù.,,
entailment,"¿ÞÂÊ °øÅë °æµ¿¸Æ Æó»ö 100%ÀÌ°í, ¿À¸¥ÂÊ ³»°æµ¿¸Æ Æó»öÀº 90% ÀÌ»óÀÌ¸Û ÀÖ¼ö´Ù.",È¯ÀÚ´Â °æµ¿¸Æ ÇùÂø ÀÖ¼ö´Ù.,,
contradiction,"¿ÞÂÊ °øÅë °æµ¿¸Æ Æó»ö 100%ÀÌ°í, ¿À¸¥ÂÊ ³»°æµ¿¸Æ Æó»ö 90% ³Ñ¾ú¼ö´Ù.",È¯ÀÚÀÇ °æµ¿¸ÆÀº Á¤»óÀÌ¿ì´Ù.,,
neutral,"¿ÞÂÊ °øÅë °æµ¿¸Æ Æó»ö 100%, ¿À¸¥ÂÊ ³»°æµ¿¸Æ Æó»ö 90% ÀÌ»ó È®ÀÎµÆ¼ö´Ù.",È¯ÀÚ´Â ³úÁ¹Áß º´·Â ÀÖ¼ö´Ù.,,
entailment,Åð¿ø Àü ½ÃÇàµÈ MRA¿¡¼­ T3-4 ºÎÀ§ °üÀý¸é°ú ¿À¸¥ÂÊ Çã¸®±Ù ÀÎÁ¢ À§Ä¡¿¡ ´Üµ¶¡¤Àç±¸¼ºµÈ Ã´Ãß ±ÙÀ° Áõ°¡ º¸¿´¼ö´Ù.,È¯ÀÚ´Â Ã´Ãß ÅðÇà¼º º¯È­ º¸ÀÌ°í ÀÖ¼ö´Ù.,,
contradiction,Åð¿ø Àü MRA¿¡¼­ T3-4 ¼öÁØ °üÀý¸é°ú ¿À¸¥ÂÊ Çã¸®±ÙÀ° ¾ÕÂÊ¿¡ ÀÎÁ¢ÇÑ ´Üµ¶¡¤ÀçÁ¶Á¤µÈ Ã´Ãß ±ÙÀ° Áõ°¡ È®ÀÎµÆ¼ö´Ù.,È¯ÀÚÀÇ Ã´Ãß´Â Á¤»óÀÌ¿ì´Ù.,,
neutral,"Åð¿øÇã±â Àü¿¡ ÇØº» ÀÚ±â°ø¸íÇ÷°üÁ¶¿µ¼ú(MRA) °á°ú, T3-4 ºÎÀ§¼­ ÀÎÁ¢ÇÑ °üÀý¸éÀÌ¶û ¿À¸¥ÂÊ È¾Çà±Ù ¾È¿¡ ÀÚ¸®ÇÑ ´Üµ¶ ¹× ÀçÁ¶Á¤ Ã´Ãß ±ÙÀ°ÀÇ ........ÀÌ ´Ã¾ð °Å º¸¿´¼ö´Ù.",È¯ÀÚ´Â Çã¸® ¾ÆÇÁ´Ù Çã¿ì´Ù.,,
entailment,"È¯ÀÚ ½ÉºÎÀüÁõÀÌ ÇØ°áµÅ»ç, ±× »ç¶÷Àº [**Hospital1 47**]·Î ¿Å°ÜÁ®»ç Ãß°¡ Ä¡·á ¹Þ¾Ò¼ö´Ù.",È¯ÀÚÀÇ »ê¼ÒÆ÷È­µµ ³·¾Ò¼ö´Ù.,,
contradiction,"È¯ÀÚ ½ÉºÎÀüÁõÀÌ Ç®¸° ÈÄ, ±× ¾ç¹ÝÀº [**Hospital1 47**]·Î ¿Å°ÜÁ®¼­ ´õ Ä¡·á ¹Þ¾Ò¼ö´Ù.",È¯ÀÚÀÇ ½É¹ÚÃâ·®Àº Á¤»óÀÌ¿ì´Ù.,,
neutral,È¯ÀÚ ½ÉºÎÀüÁõÀÌ ³ª¾ÆÁø ÈÄ¿¡ ±× ¾ç¹ÝÀº [**Hospital1 47**]·Î ¿Å°Ü°¡¼­ ´õ Ä¡·á ¹Þ¾Ò¼ö´Ù.,È¯ÀÚ´Â ÈäºÎ X-¼±¿¡ ºÎÁ¾ º¸¿´¼ö´Ù.,,
entailment,"È¯ÀÚ´Â ÅëÁõÀÌ¶û °ü·ÃÇã¿© È£²ÄÈ£²Ä ¼ûÀÌ Â÷°î ÀÖ¼ö´Ù, ±Ùµð ÀÌ°Ç ¸¸¼ºÆó¼â¼ºÆóÁúÈ¯(COPD) ¾ÇÈ­¶ûÀº ¾È ¸Â¼ö´Ù.",È¯ÀÚ´Â COPD º´·Â ÀÖ¼ö´Ù.,,
contradiction,"È¯ÀÜ ¾ÆÇÄ ¶«½Ã Á¡Á¡ ¼ûÀÌ ´õ Â÷°î ÀÖ¼ö´Ù, ÀÌ°Ç ¸¸¼ºÆó¼â¼ºÆóÁúÈ¯(COPD) ¾ÇÈ­µÈ °ÅÇÏ°í´Â °°ÁÖ ¾Ê¼ö´Ù.",È¯ÀÚÀÇ ROS °á°ú´Â ºÎÁ¤ÀÌ¿ì´Ù.,,
neutral,"È¯Á¨ ÅëÁõ ¶«½Ã Â÷Â÷ ¼ûÀÌ °ïÇØÁö¸Û °Þ¾û ÀÕ¼ö´Ù, ±Ùµð ÀÌ°Ç COPD ¾ÇÈ­¶ûÀº ¸ÂÁö ¾Ê¼ö´Ù.",È¯ÀÚ¿¡°Ô ST »ó½Â º¸¿´¼ö´Ù.,,
entailment,¾ËÃ÷ÇÏÀÌ¸Ó Ä¡¸Å '¹Ì´Ï ÁßÇ³',È¯ÀÚ´Â Ä¡¸Å ¾Î°í ÀÖ¼ö´Ù.,,
contradiction,¾ËÃ÷ÇÏÀÌ¸Ó Ä¡¸Å 'ÀÚ±Ù ÁßÇ³',È¯ÀÚÀÇ Á¤½Å »óÅÂ´Â Á¤»óÀÌ¿ì´Ù.,,
neutral,¾ËÃ÷ÇÏÀÌ¸Ó Ä¡¸Þ '¹Ì´Ï ³úÁ¹Áß',È¯ÀÚ´Â µµ¿òÀÌ ÇÊ¿äÇÑ ½Ã¼³¿¡¼­ »ýÈ°ÇÏ°í ÀÖ¼ö´Ù.,,
entailment,"¾Æ±ëÀÌ [**3-26**]ÀÌ¶û 17ÀÏ¿¡ ½ÉÀå ÃÊÀ½ÆÄ °Ë»ç¸¦ ¹Þ¾Ò°í, ÀÌ °Ë»ç °á°ú¼­ µ¹Ãâµ¿¸Æ µ¿¸Æ°üÀÌ³­ µ¹Ãâµ¿¸Æ ±¸¸ÛÀº ¹ß°ß ¾È µÆ°í, ½É¹æ ±â´ÉÀº ¾çÈ£Çã´Ü °Å È®ÀÎµÇ¾ú¼ö´Ù.",½ÉÀåÃÊÀ½ÆÄ¿¡¼­ ½É¹æ ±â´É ÁÁÀ¸¸Û Àß ³ª¿Â °É·Î È®ÀÎµÆ¼ö´Ù.,,
contradiction,"¾Æ±â´Â [**3-26**]ÀÌ¶û 17ÀÏ¿¡ ½ÉÀå ÃÊÀ½ÆÄ °Ë»ç¸¦ ¹Þ¾Ó, ÀÌ °Ë»ç¿¡»ç µ¿¸Æ°ü °³¹æÁõÀÌ³­ ½É¹æÁß°Ý°á¼ÕÁõÀº ¾È ³ª¿ÓÁÖ°í ½É¹æ ±â´ÉÀº ¾çÈ£Çå °Å È®ÀÎÇÞ¼ö´Ù.",¿¡ÄÚ°Ë»ç¿¡¼­ µ¿¸Æ°ü ¿­·Á ÀÖ´Â °Å È®ÀÎµÆ¼ö´Ù.,,
neutral,"¾Æ±×³­ [**3-26**]ÀÌ¶û 17ÀÏ¿¡ ½ÉÀå ÃÊÀ½ÆÄ °Ë»ç¸¦ ¹Þ¾Ó, ±× °Ë»ç¼­ µ¿¸Æ°ü °³¹æÁõÀÌ³ª µ¿¸Æ¿ø°³±¸ °³¹æÁõÀº ¾ø°í ½É¹æ ±â´Éµµ ¾çÈ£Çã³­ °Å·Î È®ÀÎµÇ¾ú¼ö´Ù.",ÀÌ ¾Æ±â´Â ¼±ÃµÀû °áÇÔ ¾ø¼ö´Ù.,,
entailment,(2) °£¼¼Æ÷¼º ´ã¼®ÁõÀ» µ¿¹ÝÇã¹Î À¯µÎºÎ¿¡ ³­ ¸¸¼º ¿°ÁõÇÏ±¸ ±«»ç.,È¯ÀÚ´Â °£ »ý°Ë Çß¼ö´Ù.,,
contradiction,(2) °£¼¼Æ÷¼º ´ã¼®Áõ°­ °°¾Ó »ý±ä À¯³¶¼º ¸¸¼º ¿°Áõ°­ ±«»ç.,°£ »ý°ËÀº Á¤»ó ¼Ò°ßÀÌ¾ú¼ö´Ù.,,
neutral,(2) °£¼¼Æ÷¼º ´ã¼®ÁõÀÌ¶û °°ÀÌ »ý±ä À¯µÎ»ó ¸¸¼º ¿°ÁõÀÌ¶û ±«»ç ÀÓ¼ö´Ù.,È¯ÀÚ´Â °£°æº¯Áõ ¾Î°í ÀÖ¼ö´Ù.,,
entailment,"[**Hospital1 18**]¼­ ±× ¿©ÀÚÀÇ »ýÃ¼ ½ÅÈ£´Â Ã¼¿ÂÀÌ 97.3, ½É¹Ú¼ö°¡ 90, Ç÷¾ÐÀÌ 99/49, È£Èí¼ö°¡ 24, »ê¼ÒÆ÷È­µµ°¡ 95% NRB¿´¼ö´Ù.",È¯ÀÚ´Â ¼û ºü¸£°Ô ½¬°í ÀÖ¼ö´Ù.,,
contradiction,"[**Hospital1 18**]¼­°Ô ±×»ç¸§ÀÇ »ýÃ¼ ½ÅÈ£´Â Ã¼¿Â 97.3, ½É¹Ú¼ö 90, Ç÷¾Ð 99/49, È£Èí¼ö 24, »ê¼Ò Æ÷È­µµ 95% NRB·Î ÃøÁ¤µÇ¾ú¼ö´Ù.",È¯ÀÚÀÇ È£Èí ¼Óµµ´Â Á¤»óÀÌ¿ì´Ù.,,
neutral,"[**Hospital1 18**]¼­ ±× »ç¸§ »ýÃ¼Â¡ÈÄ´Â Ã¼¿Â 97.3, ½É¹Ú¼ö 90, Ç÷¾Ð 99/49, È£Èí¼ö 24, »ê¼ÒÆ÷È­µµ 95% NRBÀÌ¿´¼ö´Ù.",È¯ÀÚ°¡ ¼û½¬±â ¾î·Æ´Ù Çã¿ì´Ù.,,
entailment,"»êºÎÀÎ°ú ÀÌ·Â: ÀÓ½Å ´Ù¼¸ ¹ø, Ãâ»ê 1-0-4-1ÀÌÁÖ.",È¯ÀÚ´Â À¯»ê °æÇèÇÑ Àû ÀÖ¼ö´Ù.,,
contradiction,"»êºÎÀÎ°ú·Â: ÀÓ½Å ´Ù¼¸ ¹øÀÌ±¸, ÇØ»ê ÇÑ-¿µ-³×-ÇÑ.",È¯ÀÚ´Â Á¶»ê¾Æ Ãâ»êÇÑ Àû ÀÖ¼ö´Ù.,,
neutral,"»êºÎÀÎ°ú·Â: G5, P1-0-4-1ÀÌÁÖ°Ô.",È¯ÀÚ°¡ ÀÚ¿¬ À¯»ê ÀÖ¾ú¼ö´Ù.,,
entailment,Çã´ç ¸¹Àº »ó´ãÀÌ ÁøÇàµÆ¼ö´Ù.,È¯ÀÚ´Â ¿©·¯ Àü¹®ÀÇ Ã£¾Æ°¡ º» Àû ÀÖ¼ö´Ù.,,
contradiction,ÇÏ¿µ »ó´ãÀÌ ÁøÇàµÆ¼ö´Ù.,È¯ÀÚ´Â ÀÇ·áÀû ºÒ¸¸ ÀüÇô ¾ø´Ù°í Çã¿ì´Ù.,,
neutral,»ó´ãÀÌ ÇÏ¿µ ÁøÇàµÆ¼ö´Ù.,È¯ÀÚ´Â ¿©·¯ ÁúÈ¯ °¡Áö°í ÀÖ¼ö´Ù.,,
entailment,±× »ç¸§ Ç÷ÀåºñÁßÀº ¾ÈÁ¤È­µÇ¾ú°í ÃâÇ÷Àº °Å¸Û ´Ù ¸Ü¾ú¼ö´Ù.,È¯ÀÚÀÇ Çì¸¶ÅäÅ©¸´ ¼öÄ¡ ÁÙ¾îµé°í ÀÖ¾ú¼ö´Ù.,,
contradiction,"±× ¿©ÀÚºÐ Ç÷Àå ºñÁßÀÌ ¾ÈÁ¤ ÀâÇû¼ö´Ù, ÃâÇ÷Àº °ÅÀÇ ´Ù ¸ØÃçºÎ·µ¼ö´Ù.",È¯ÀÚÀÇ ÇðÅäÅ©¸´ÀÌ ¿Ã¶ó°¬¼ö´Ù.,,
neutral,"±×³à Ç÷¾× ¿ëÀû·üÀº ¾ÈÁ¤µÅ°î, ÃâÇ÷Àº °ÅÀÇ ´Ù ÇØ°áµÅºÎ·µ¼ö´Ù.",È¯ÀÚ´Â ÃâÇ÷ Àå¾Ö ÀÖ¼ö´Ù.,,
entailment,"½Ã¼ú ÇØ½Å Á÷ÈÄ°Ô, È¯ÀÚ »ê¼ÒÆ÷È­µµ³­ 66%·Î ¶³¾îÁ³ÁÖ¸¸, ºñÀç¼øÈ¯ ¸¶½ºÅ© ¾²¸Û 100% FIO2¿¡ 90% ¼öÁØ±îÁö ¿Ã¶ó°¬¼ö´Ù.",È¯ÀÚ´Â »ê¼Ò ´õ ÇÊ¿äÇß¼ö´Ù.,,
contradiction,"½Ã¼ú ÇÏÄí³­ °ð, È¯ÀÚ »ê¼ÒÆ÷È­µµ´Â 66%·Î ¶³¾îÁ³ÁÖ¸¸, ºñÀç¼ú¿ë ¸¶½ºÅ© ¾º¿ö 100% FIO2·Î 90% ¼öÁØÀ¸·¹ ¿Ã¶ó°¬¼ö´Ù.",È¯ÀÚÀÇ Æó ±â´ÉÀº Á¤»óÀÌ¿ì´Ù.,,
neutral,"½Ã¼ú Çå Á÷ÈÄ, È¯ÀÚ »ê¼Ò Æ÷È­µµ´Â 66%·Î ¶³¾îÁ³´Ù°¡ ºñÀç¼ú¿ë ¸¶½ºÅ© ¾º¿ö 100% FIO2·Î 90%±îÁö ¿Ã¶ó°¬¼ö´Ù.",È¯ÀÚ´Â COPD ¾Î°í ÀÖ¼ö´Ù.,,
entailment,¼±ÅÃÀûÀ¸·Î ¿ÞÂ¦ ³»°æµ¿¸Æ¿¡ Ä«Å×ÅÍ »ðÀÔÇß¼ö´Ù.,°ü»óµ¿¸ÆÀ» È®ÀÎÇÏ´Â °Ë»ç¿ì´Ù.,,
contradiction,¿ÞÂÊ ³»°æµ¿¸Æ¿¡ ¼±ÅÃÀûÀ¸·ç Ä«Å×ÅÍ ³Ö¾ú¼ö´Ù.,ºñÄ§½ÀÀû °Ë»ç¿ì´Ù.,,
neutral,¿ÞÁ· ³»°æµ¿¸Æ¿¡ Ä«Å×ÅÍ °ñ¶ó ³Ö´Â °Å.,ÀÌ °Ë»ç´Â Ç×»ó °ü»óµ¿¸Æ ÁúÈ¯ ¿©ºÎ¸¦ º¸¿©ÁÝÁÖ´Ù.,,
entailment,"79»ì ³²ÀÚ È¯ÀÚ´Â [**±¹°¡ **] Ãâ½ÅÀÌÁÖ, °íÇ÷¾ÐÀÌ¶û ´ç´¢º´, °íÁöÇ÷Áõ, ÁßµîµµÀÎ ´ëµ¿¸Æ·ùÇã°í ´ëµ¿¸ÆÆÇ¸· ¿ª·ùÁõÀ» °¡Áö°í ÀÖ¼ö´ÙÇã¸Û °¡·¡¶û ¼ûÀÌ °¡ÇÂ Áõ»ó ¶«½Ã º´¿ø¿¡ ¿Ô¼ö´Ù.",È¯ÀÚ´Â Áß¿äÇÑ °ú°Å º´·Â ÀÖ¼ö´Ù.,,
contradiction,"79»ì ³²Á¤³× È¯ÀÚ´À [**±¹°¡ **]¼­ ¿À½Å °©¼­ °íÇ÷¾ÐÀÌ¶û ´ç´¢º´ÀÌ¶û °íÁöÇ÷Áõ, ÁßµÕÇÑ ´ëµ¿¸Æ·ùÇã°î ´ëµ¿¸ÆÆÇ¸· ¿ª·ùÁõµµ ¾È°í ÀÖ¼ö´Ù, ±âÄ§Çã°î °¡·¡ ³¢°î ¼û Çã´Â °Å ÇæÁÖ°Ô Èûµé´Ü Áõ»ó º¸ÀÌÁÖ°Ô¸¶¾Â.",È¯ÀÚ´Â ÀÇÇÐÀû ÁúÈ¯ ÀüÇô ¾ø¼ö´Ù.,,
neutral,"79»ì ³²Á¤³× È¯ÀÚ¿©, [**±¹°¡ **] Ãâ½ÅÀÌÁÖ°Ô, °íÇ÷¾ÐÀÌ¶û ´ç´¢º´, °íÁöÇ÷Áõ, Áßµîµµ ´ëµ¿¸Æ·ùÇÏ°í ´ëµ¿¸ÆÆÇ¸· ¿ª·ù Áõ»óµµ ÀÖÁÖ°Ô, ±âÄ§ÀÌ¶û °¡·¡¿¡ ¼û ½¬Á¨ Çæ³­ °Å È£¼ÒÇã¸Û ³»¿øÇß¼ö´Ù.",È¯ÀÚ´Â »çÈ¸¼º ÁÁ°í ±àÁ¤ÀûÀÌ¿ì´Ù.,,
entailment,"½É¹æ¼¼µ¿, ¸¸¼ºÀÎÁö ¹ßÀÛ¼ºÀÎÁö´Â ¾ÆÁ÷ ¾Ë·ÁÁø °Å ¾ø¼ö´Ù.",È¯ÀÚ´Â ½É¹æ¼¼µ¿ ¾Î°í ÀÖ¼ö´Ù.,,
contradiction,"½É¹æ¼¼µ¿ÀÌÁÖ, ¸¸¼ºÀÎµð ¹ßÀÛ¼ºÀÎÁø ¸ð¸£Äí´Ù.",È¯ÀÚÀÇ ½ÉÀå ¸®µëÀº Á¤»óÀÌ¿ì´Ù.,,
neutral,"½É¹æ¼¼µ¿, ¸¸¼ºÀÎÁö ¹ßÀÛ¼ºÀÎÁö´Â ¾ÆÁ÷ ¾Ë·ÁÁø °Ô ¾÷¼ö´Ù.",È¯ÀÚ´Â Ç×ÀÀ°í Ä¡·á ¹Þ°í ÀÖ¼ö´Ù.,,
entailment,"µÎ º¥Â° ÀÔ¿ø Çæ ¶§, ±× »ç¶÷Àº °£°£ÀÌ ¿À´Â ¿ÞÄÒ ÆÈ¿¡ Ä®°°ÀÌ ¾¥½Ã´Â ¾ÆÇÄÀÌ¶û, ¿À¸¥ÄÒ ´«ÀÌ Èå¸´Çã¿©Áö´Â °Å, ±×¸®¹Î Áý¼­ ¶³¾îÁø »ç°í¸¦ È£¼ÒÇß¼ö´Ù.",È¯ÀÚ´Â °£ÇæÀûÀ¸·Î ÆÈ ¾ÆÇÁ´Ù Çã¿ì´Ù.,,
contradiction,"µÎ ¹øÂÅ ÀÔ¿øÇæ Àû¿¡, ±× »ç¶÷Àº °£°£ÀÌ ¿À³­ ¿ÞÆÈÀÇ Ä®°°ÀÌ ¾¥½Ã´Â ¾ÆÇÄÇÏ°í ¿À¸¥ ´«ÀÌ Èå¸´ÇãÁø °Å, ±×¸®°í Áý¼­ ¶³¾îÁø »ç°í¸¦ È£¼ÒÇß¼ö´Ù.",È¯ÀÚ´Â ºÒÆíÇÔ ¸ø ´À³¤´Ù Çã¿ì´Ù.,,
neutral,"µÎ ¹øÂ° ÀÔ¿øÇÒ Àû¿¡, ±× ¾ç¹ÝÀº ¿ÞÆÈÀÌ °£°£ÀÌ Âî¸´Çã°Ô ¾ÆÇÂ °Å¶û, ¿À¸¥ÂÊ ´«ÀÌ Èå¸´Çã°Ô º¸ÀÌ´Â °Å, Áý¼­ ¶³¾îÁø ÀÏÀ» È£¼ÒÇß¼ö´Ù.",È¯ÀÚ´Â Çù½ÉÁõ ¾Î°í ÀÖ¼ö´Ù.,,
entailment,"°Ë»ç °á°ú º¸¹Î ÁÖ¸ñÇæ °Å´Â ¹éÇ÷±¸ ¼öÄ¡°¡ 16.8K¿© ¿ÞÂÊ ÀÌµ¿ÀÌ 92P 2B º¸¿´¼ö´Ù, ±× ¹ÛÀÇ »ýÈ­ÇÐ °Ë»çÇã°í °£ ±â´É °Ë»ç, ½ÉÀüµµ´Â Á¤»ó ¹üÀ§ ¾È¿¡ ÀÖ¼ö´Ù.",È¯ÀÚ¿¡°Ô °¨¿° Â¡ÈÄ º¸¿´¼ö´Ù.,,
contradiction,"½ÇÇè½Ç °Ë»ç °á°ú ´«¿¡ ¶ç´Â °Å½¼ ¹éÇ÷±¸ ¼öÄ¡°¡ 16.8K·Î ³ª¿À°î ¿ÞÂÊ ÀÌµ¿ÀÌ 92P 2B·Î º¸ÀÓ¼ö´Ù, ±× ¹ÛÀ¸³­ È­ÇÐ °Ë»ç¶û °£ ±â´É Å×½ºÆ®, ½ÉÀüµµ´Â ¸óµü Á¤»ó ¹üÀ§¿©¸¶¾Â.",È¯ÀÚ ½ÉÀüµµ¿¡¼­ ST »ó½Â º¸¿´¼ö´Ù.,,
neutral,"½ÇÇè½Ç °á°ú¼­ ÁÖ¸ñÇÒ ¸¸ÇÑ °Ç ¹éÇ÷±¸ ¼öÄ¡°¡ 16.8 KÇã¸Û ¿ÞÂÊ ÀÌµ¿ÀÌ 92P 2B º¸ÀÓ¼ö´Ù, ±× ¿Ü¿¡´Â È­ÇÐ °Ë»ç, °£ ±â´É °Ë»ç, ½ÉÀüµµ ¸ð´Ù Á¤»ó ¹üÀ§¼ö´Ù.",È¯ÀÚÇÑÅ× °£°æº¯Àº ¾ø¼ö´Ù.,,
entailment,"Áý¼­ »ê¼Ò 3¸®ÅÍ ´Þ¾Æ Çã°í ÀÖ¼ö´Ù, PFTs [**2949**]´Â Á¦ÇÑÀû ÆÐÅÏ º¸ÀÌ¸Û, Æó °íÇ÷¾ÐÀº 15·Î ³ª¿Ô¼ö´Ù.",È¯ÀÚ´Â Áý¿¡¼­ »ê¼Ò ¸ÂÀ¸¸Û Æó°íÇ÷¾Ð ¾Î°í ÀÖ¼ö´Ù.,,
contradiction,"Áý¼­ 3L »ê¼Ò Çã¸Û ÀÖ´Â Áß¿¡, PFTs [**2949**]¿¡»ç Á¦ÇÑ ÆÐÅÏÀÌ °üÂûµÆ¼ö´Ù¸Û Æó °íÇ÷¾ÐÀÌ 15·Î º¸¿´¼ö´Ù.",È¯ÀÚÀÇ Æó´Â Á¤»óÀÌ¿ì´Ù.,,
neutral,"Áý¼­ 3L »ê¼Ò ´Þ¾Æ Çã´Â ÁßÀÌ¿ì´Ù, PFTs [**2949**]¿¡¼± Á¦ÇÑ ÆÐÅÏ º¸ÀÌ¸Û, Æó°íÇ÷¾Ð ¼öÄ¡°¡ 15ÀÌ¿ì´Ù.",È¯ÀÚ´Â ´ã¹è ÇÇ¿ì´Â »ç¶÷¼ö´Ù.,,
entailment,ÀÔ¿ø Çã´Â ³¯ ¼ÅÆ²¼­ [**Hospital6 1900**]·Î °É¾î°¡¸Û ¶Ç °¡½¿ ÅëÁõÀÌ ¿ÍºÎ·¶¼ö´Ù.,¿òÁ÷ÀÏ ¶§ °¡½¿ ¾ÆÆâ¼ö´Ù.,,
contradiction,ÀÔ¿øÇã´Â ³¯ ¼ÅÆ²¿¡¼ö [**Hospital6 1900**]À¸·¹ °É¾î °¡¸Û ¶Ç °¡½É ¾ÆÇÂ °Ô ¿ÍºÎ·µ¼ö´Ù.,½ÉÀå Áõ»ó °ú°Å·Â ¾ø¼ö´Ù.,,
neutral,ÀÔ¿øÇã´Â ³¯ ¼ÅÆ²¼­ [**Hospital6 1900**] ÂÊÀ¸·ç °É¾î°¡¸Û ´Ù½Ã °¡½¿ ÅëÁõÀÌ »ý°ÜºÎ·¶¼ö´Ù.,°ü»óµ¿¸Æ ÁúÈ¯ º´·Â ÀÖ¼ö´Ù.,,
entailment,"½ÉÀå Ä«Å×ÅÍ °Ë»ç¸¦ ÇØºÎ³­, ±× Åë¿¡ ´ÜÀÏ Ç÷°ü LAD ÁúÈ¯ÀÌ¶û ISR 60%, ¶Ç Áø´Ü ½ºÅÙÆ®¿¡ ISR 95%°¡ È®ÀÎµÅºÎ·¶¼ö´Ù.",°ü»óµ¿¸Æ ¸·Èù µ¥ ÀÖ¼ö´Ù.,,
